path,class_
./data/data6/Garbage classification/Garbage classification/paper/paper47.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass437.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal151.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic349.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper233.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic17.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic262.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass92.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass57.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic378.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper218.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic178.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper19.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal321.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal123.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal322.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal226.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper31.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal82.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard153.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard320.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal410.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic255.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic153.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard15.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal106.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass324.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal213.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal351.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic142.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard139.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass442.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic241.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper39.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper290.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal195.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic429.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass50.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper175.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass357.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal43.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper229.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard204.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard262.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash105.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass300.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper451.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass369.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass21.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper434.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper169.jpg,paper
./data/data6/Garbage classification/Garbage classification/trash/trash101.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper74.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass253.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic41.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper16.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard350.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper438.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper585.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper195.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard96.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper34.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal67.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard249.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash44.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic257.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard205.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic81.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic250.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal318.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal199.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper184.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal200.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic449.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper576.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard301.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard295.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass129.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash106.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal180.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass397.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash96.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal256.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper21.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper413.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal46.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard10.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic452.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper528.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper44.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper341.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper484.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass27.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal309.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic19.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard359.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper298.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard221.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal113.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper35.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal245.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass174.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper224.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal144.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass403.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic272.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass262.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper561.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard176.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash125.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass184.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper129.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper554.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass286.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal365.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper13.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper203.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper287.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic339.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper70.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass307.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal185.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic109.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic220.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal107.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard9.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash39.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic232.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal83.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard74.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard182.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic164.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic101.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass425.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass463.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass169.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass338.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard86.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper230.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper504.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper204.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass481.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper268.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic280.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass385.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic471.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper584.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass302.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic321.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic145.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass84.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard384.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic246.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper388.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass76.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper22.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard278.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic327.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic251.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper296.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass218.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass97.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper304.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic117.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard177.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal406.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic187.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard231.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard380.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper362.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard318.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal285.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal330.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper386.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal181.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash62.jpg,trash
./data/data6/Garbage classification/Garbage classification/trash/trash121.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic329.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper237.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic42.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard223.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper401.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass313.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic383.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard38.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/trash/trash82.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic287.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard173.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal177.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic401.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic75.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper488.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic430.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic392.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal219.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal130.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic330.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass39.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal340.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper501.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass382.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal362.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass64.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper163.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic8.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic260.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard31.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard172.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass190.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard264.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard44.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper555.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard363.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal192.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper66.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass362.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic55.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash31.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic120.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper139.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass205.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash45.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass8.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash66.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper99.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal368.jpg,metal
./data/data6/Garbage classification/Garbage classification/trash/trash1.jpg,trash
./data/data6/Garbage classification/Garbage classification/glass/glass269.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal240.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal171.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass211.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard305.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic9.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper411.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic394.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass401.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic28.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass456.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal315.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic192.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper593.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass372.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper373.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass239.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass370.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard106.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal350.jpg,metal
./data/data6/Garbage classification/Garbage classification/metal/metal68.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper259.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass158.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash58.jpg,trash
./data/data6/Garbage classification/Garbage classification/trash/trash53.jpg,trash
./data/data6/Garbage classification/Garbage classification/trash/trash9.jpg,trash
./data/data6/Garbage classification/Garbage classification/plastic/plastic141.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass25.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper493.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic234.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass180.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard387.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic180.jpg,plastic
./data/data6/Garbage classification/Garbage classification/trash/trash93.jpg,trash
./data/data6/Garbage classification/Garbage classification/paper/paper494.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal267.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper285.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass4.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard207.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal253.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard334.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic203.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic432.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard158.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal103.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic242.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper188.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass2.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass79.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard257.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper356.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper172.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper98.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard250.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal20.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper390.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass109.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal202.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass389.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic136.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass116.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper214.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic442.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal379.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass480.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass501.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass393.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper102.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard97.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper400.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper33.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal364.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper407.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper151.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard137.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic346.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper539.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal248.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic444.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass322.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper360.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic137.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass345.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper242.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass329.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper371.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper220.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard110.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass472.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass358.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper369.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal37.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper420.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic228.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic361.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard162.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal1.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic176.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper37.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass28.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass452.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic158.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass251.jpg,glass
./data/data6/Garbage classification/Garbage classification/trash/trash37.jpg,trash
./data/data6/Garbage classification/Garbage classification/metal/metal148.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic289.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass108.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard179.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic116.jpg,plastic
./data/data6/Garbage classification/Garbage classification/plastic/plastic138.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper205.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard306.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass321.jpg,glass
./data/data6/Garbage classification/Garbage classification/paper/paper264.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper472.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard56.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper137.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard292.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard283.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass445.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic132.jpg,plastic
./data/data6/Garbage classification/Garbage classification/glass/glass261.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard105.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/glass/glass40.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass5.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal40.jpg,metal
./data/data6/Garbage classification/Garbage classification/plastic/plastic113.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal35.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass264.jpg,glass
./data/data6/Garbage classification/Garbage classification/plastic/plastic473.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper281.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper157.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass350.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal154.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper380.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic341.jpg,plastic
./data/data6/Garbage classification/Garbage classification/metal/metal131.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper282.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard25.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper550.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal402.jpg,metal
./data/data6/Garbage classification/Garbage classification/glass/glass315.jpg,glass
./data/data6/Garbage classification/Garbage classification/glass/glass432.jpg,glass
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard27.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic127.jpg,plastic
./data/data6/Garbage classification/Garbage classification/paper/paper81.jpg,paper
./data/data6/Garbage classification/Garbage classification/metal/metal175.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard279.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal210.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard51.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/plastic/plastic411.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard378.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal220.jpg,metal
./data/data6/Garbage classification/Garbage classification/paper/paper128.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper443.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard381.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper398.jpg,paper
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard123.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper106.jpg,paper
./data/data6/Garbage classification/Garbage classification/paper/paper466.jpg,paper
./data/data6/Garbage classification/Garbage classification/plastic/plastic402.jpg,plastic
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard382.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/paper/paper20.jpg,paper
./data/data6/Garbage classification/Garbage classification/glass/glass155.jpg,glass
./data/data6/Garbage classification/Garbage classification/metal/metal284.jpg,metal
./data/data6/Garbage classification/Garbage classification/cardboard/cardboard103.jpg,cardboard
./data/data6/Garbage classification/Garbage classification/metal/metal170.jpg,metal
